"-3*Derivative[0, 0, 0, 0, 0, 0, 1][xse1][z1, z2, z3, z4, z5, z6, z7] == 0"
"3*Derivative[1, 0, 0, 0, 0, 1, 0][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"4*Derivative[1, 0, 0, 0, 0, 1, 0][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"Derivative[0, 0, 0, 0, 0, 0, 3][eta1][z1, z2, z3, z4, z5, z6, z7] + Derivative[0, 0, 0, 0, 0, 1, 2][eta2][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[0, 1, 0, 0, 0, 1, 1][xse2][z1, z2, z3, z4, z5, z6, z7] - 4*Derivative[1, 0, 0, 0, 0, 1, 1][xse1][z1, z2, z3, z4, z5, z6, z7] == 0"
"Derivative[0, 0, 0, 0, 0, 2, 1][eta1][z1, z2, z3, z4, z5, z6, z7] + Derivative[0, 0, 0, 0, 0, 3, 0][eta2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 0, 0, 1, 1][xse1][z1, z2, z3, z4, z5, z6, z7] == 0"
"Derivative[0, 0, 0, 0, 0, 1, 2][eta2][z1, z2, z3, z4, z5, z6, z7] - Derivative[0, 0, 0, 1, 0, 0, 2][xse3][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 0, 0, 1, 1][xse1][z1, z2, z3, z4, z5, z6, z7] == 0"
"Derivative[0, 0, 0, 0, 0, 2, 1][eta1][z1, z2, z3, z4, z5, z6, z7] - Derivative[0, 0, 1, 0, 0, 2, 0][xse4][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 0, 0, 1, 1][xse1][z1, z2, z3, z4, z5, z6, z7] == 0"
"-Derivative[0, 0, 0, 0, 0, 0, 3][eta1][z1, z2, z3, z4, z5, z6, z7] - Derivative[0, 0, 0, 0, 0, 1, 2][eta2][z1, z2, z3, z4, z5, z6, z7] + 4*Derivative[0, 1, 0, 0, 0, 1, 1][xse2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 0, 0, 1, 1][xse1][z1, z2, z3, z4, z5, z6, z7] == 0"
"-Derivative[0, 0, 0, 0, 0, 0, 3][eta1][z1, z2, z3, z4, z5, z6, z7] - Derivative[0, 0, 0, 0, 0, 1, 2][eta2][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 0, 0, 0, 0, 1, 1][xse1][z1, z2, z3, z4, z5, z6, z7] == 0"
"Derivative[0, 0, 0, 0, 0, 2, 1][eta1][z1, z2, z3, z4, z5, z6, z7] + Derivative[0, 0, 0, 0, 0, 3, 0][eta2][z1, z2, z3, z4, z5, z6, z7] - 4*Derivative[0, 1, 0, 0, 0, 1, 1][xse2][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 0, 0, 0, 0, 1, 1][xse1][z1, z2, z3, z4, z5, z6, z7] == 0"
"-Derivative[0, 0, 0, 0, 0, 2, 1][eta1][z1, z2, z3, z4, z5, z6, z7] - Derivative[0, 0, 0, 0, 0, 3, 0][eta2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[0, 1, 0, 0, 0, 1, 1][xse2][z1, z2, z3, z4, z5, z6, z7] + 4*Derivative[1, 0, 0, 0, 0, 1, 1][xse1][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[0, 1, 0, 0, 0, 1, 1][xse1][z1, z2, z3, z4, z5, z6, z7] - 4*Derivative[1, 0, 0, 0, 0, 1, 1][xse2][z1, z2, z3, z4, z5, z6, z7] == 0"
"-4*Derivative[0, 1, 0, 0, 0, 1, 1][xse1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 0, 0, 1, 1][xse2][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[0, 1, 0, 0, 0, 1, 1][xse1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 0, 0, 1, 1][xse2][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[1, 0, 0, 0, 0, 1, 1][xse2][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[1, 0, 0, 0, 0, 1, 1][xse2][z1, z2, z3, z4, z5, z6, z7] == 0"
"4*Derivative[0, 1, 0, 0, 0, 1, 1][xse1][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 0, 0, 0, 0, 1, 1][xse2][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[0, 1, 0, 0, 0, 1, 1][xse1][z1, z2, z3, z4, z5, z6, z7] + 4*Derivative[1, 0, 0, 0, 0, 1, 1][xse2][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[0, 0, 0, 0, 0, 1, 2][xse2][z1, z2, z3, z4, z5, z6, z7] - 4*Derivative[1, 0, 0, 0, 0, 1, 1][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[0, 0, 0, 0, 0, 1, 2][xse2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 0, 0, 1, 1][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"-Derivative[0, 0, 0, 0, 0, 3, 0][xse2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 0, 0, 1, 1][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[1, 0, 0, 0, 0, 1, 1][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[1, 0, 0, 0, 0, 1, 1][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"4*Derivative[1, 0, 0, 0, 0, 1, 1][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"-Derivative[0, 0, 0, 0, 0, 3, 0][xse2][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 0, 0, 0, 0, 1, 1][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"-Derivative[0, 0, 0, 0, 0, 0, 3][xse2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 0, 0, 1, 1][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[1, 0, 0, 0, 0, 0, 2][xse3][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 0, 0, 1, 1][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"-4*Derivative[1, 0, 0, 0, 0, 1, 1][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[1, 0, 0, 0, 0, 1, 1][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"-Derivative[0, 0, 0, 0, 0, 0, 3][xse2][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 0, 0, 0, 0, 1, 1][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[0, 0, 0, 0, 0, 2, 1][xse2][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 0, 0, 0, 0, 1, 1][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[0, 0, 0, 0, 0, 2, 1][xse2][z1, z2, z3, z4, z5, z6, z7] + 4*Derivative[1, 0, 0, 0, 0, 1, 1][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"-4*Derivative[1, 0, 0, 0, 0, 1, 1][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[1, 0, 0, 0, 0, 1, 1][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[1, 0, 0, 0, 0, 1, 1][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"4*Derivative[1, 0, 0, 0, 0, 1, 1][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[0, 0, 0, 0, 0, 1, 2][eta1][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[0, 0, 0, 0, 0, 2, 1][eta2][z1, z2, z3, z4, z5, z6, z7] + Derivative[0, 1, 0, 0, 0, 2, 0][xse2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 0, 0, 0, 2][xse1][z1, z2, z3, z4, z5, z6, z7] - 3*Derivative[1, 0, 0, 0, 0, 2, 0][xse1][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[0, 0, 0, 0, 0, 1, 2][eta1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[0, 0, 0, 0, 0, 2, 1][eta2][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[0, 1, 0, 0, 0, 0, 2][xse2][z1, z2, z3, z4, z5, z6, z7] + 3*Derivative[0, 1, 0, 0, 0, 2, 0][xse2][z1, z2, z3, z4, z5, z6, z7] - Derivative[1, 0, 0, 0, 0, 2, 0][xse1][z1, z2, z3, z4, z5, z6, z7] == 0"
"-Derivative[0, 1, 0, 0, 0, 2, 0][xse2][z1, z2, z3, z4, z5, z6, z7] + Derivative[1, 0, 0, 0, 0, 2, 0][xse1][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[0, 0, 0, 0, 0, 1, 2][eta1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[0, 0, 0, 0, 0, 2, 1][eta2][z1, z2, z3, z4, z5, z6, z7] - Derivative[0, 1, 0, 0, 0, 0, 2][xse2][z1, z2, z3, z4, z5, z6, z7] + 3*Derivative[1, 0, 0, 0, 0, 0, 2][xse1][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 0, 0, 0, 0, 2, 0][xse1][z1, z2, z3, z4, z5, z6, z7] == 0"
"-3*Derivative[0, 1, 0, 0, 0, 0, 2][xse1][z1, z2, z3, z4, z5, z6, z7] - 3*Derivative[1, 0, 0, 0, 0, 2, 0][xse2][z1, z2, z3, z4, z5, z6, z7] == 0"
"Derivative[1, 0, 0, 0, 0, 0, 2][xse2][z1, z2, z3, z4, z5, z6, z7] - Derivative[1, 0, 0, 0, 0, 2, 0][xse2][z1, z2, z3, z4, z5, z6, z7] == 0"
"Derivative[1, 0, 0, 0, 0, 2, 0][xse2][z1, z2, z3, z4, z5, z6, z7] == 0"
"-Derivative[0, 1, 0, 0, 0, 2, 0][xse1][z1, z2, z3, z4, z5, z6, z7] + Derivative[1, 0, 0, 0, 0, 2, 0][xse2][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[0, 1, 0, 0, 0, 0, 2][xse1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[0, 1, 0, 0, 0, 2, 0][xse1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 0, 0, 0, 2][xse2][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 0, 0, 0, 0, 2, 0][xse2][z1, z2, z3, z4, z5, z6, z7] == 0"
"-Derivative[0, 0, 0, 0, 0, 2, 1][xse2][z1, z2, z3, z4, z5, z6, z7] - 3*Derivative[1, 0, 0, 0, 0, 2, 0][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"-Derivative[0, 0, 0, 0, 0, 2, 1][xse2][z1, z2, z3, z4, z5, z6, z7] - Derivative[1, 0, 0, 0, 0, 2, 0][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[1, 0, 0, 0, 0, 2, 0][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"Derivative[1, 0, 0, 0, 0, 2, 0][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[1, 0, 0, 0, 0, 2, 0][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[1, 0, 0, 0, 0, 1, 1][xse3][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 0, 0, 2, 0][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[0, 0, 0, 0, 0, 1, 2][xse2][z1, z2, z3, z4, z5, z6, z7] - Derivative[1, 0, 0, 0, 0, 2, 0][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"-3*Derivative[1, 0, 0, 0, 0, 2, 0][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[1, 0, 0, 0, 0, 2, 0][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"-Derivative[0, 0, 0, 0, 0, 3, 0][xse2][z1, z2, z3, z4, z5, z6, z7] + Derivative[1, 0, 0, 0, 0, 2, 0][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[0, 0, 0, 0, 0, 1, 2][xse2][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 0, 0, 0, 0, 2, 0][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"-3*Derivative[1, 0, 0, 0, 0, 2, 0][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[1, 0, 0, 0, 0, 2, 0][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"-Derivative[1, 0, 0, 0, 0, 2, 0][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"Derivative[1, 0, 0, 0, 0, 2, 0][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[1, 0, 0, 0, 0, 2, 0][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"Derivative[0, 0, 0, 1, 0, 1, 0][eta1][z1, z2, z3, z4, z5, z6, z7] + Derivative[0, 0, 1, 0, 0, 1, 0][eta2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 1, 0, 0, 0][xse1][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[0, 1, 0, 1, 0, 0, 0][xse1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 1, 0, 0, 0][xse2][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[1, 0, 0, 0, 0, 1, 0][eta2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 1, 0, 0, 0][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[1, 0, 0, 1, 0, 0, 0][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[1, 0, 0, 0, 0, 1, 1][eta1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 1, 0, 0, 1][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[1, 0, 0, 1, 0, 0, 1][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"Derivative[0, 0, 0, 1, 0, 0, 1][eta1][z1, z2, z3, z4, z5, z6, z7] + Derivative[0, 0, 1, 0, 0, 0, 1][eta2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 1, 0, 0, 0, 0][xse1][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[0, 1, 1, 0, 0, 0, 0][xse1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 1, 0, 0, 0, 0][xse2][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[1, 0, 0, 0, 0, 0, 1][eta1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 1, 0, 0, 0, 0][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[1, 0, 1, 0, 0, 0, 0][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[1, 0, 0, 0, 0, 1, 1][eta2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 1, 0, 0, 1, 0][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[1, 0, 1, 0, 0, 1, 0][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"-3*Derivative[0, 0, 0, 1, 0, 1, 0][xse1][z1, z2, z3, z4, z5, z6, z7] + Derivative[0, 1, 0, 0, 0, 1, 0][eta1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 1, 0, 0, 0, 0, 0][xse1][z1, z2, z3, z4, z5, z6, z7] == 0"
"-3*Derivative[0, 0, 1, 0, 0, 0, 1][xse1][z1, z2, z3, z4, z5, z6, z7] - Derivative[0, 1, 0, 0, 0, 0, 1][eta2][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 1, 0, 0, 0, 0, 0][xse1][z1, z2, z3, z4, z5, z6, z7] == 0"
"-3*Derivative[0, 0, 1, 0, 0, 0, 1][xse2][z1, z2, z3, z4, z5, z6, z7] + Derivative[1, 0, 0, 0, 0, 0, 1][eta2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 1, 0, 0, 0, 0, 0][xse2][z1, z2, z3, z4, z5, z6, z7] == 0"
"-3*Derivative[0, 0, 0, 1, 0, 1, 0][xse2][z1, z2, z3, z4, z5, z6, z7] - Derivative[1, 0, 0, 0, 0, 1, 0][eta1][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 1, 0, 0, 0, 0, 0][xse2][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[0, 0, 0, 0, 0, 2, 0][eta2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[0, 0, 0, 1, 0, 1, 0][xse3][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 1, 0, 0, 0, 0, 0][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[0, 0, 0, 0, 0, 0, 2][eta2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[0, 0, 1, 0, 0, 0, 1][xse3][z1, z2, z3, z4, z5, z6, z7] - 4*Derivative[0, 1, 0, 0, 0, 0, 1][xse2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 1, 0, 0, 0, 0, 0][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[0, 0, 0, 0, 0, 2, 0][eta2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[0, 0, 0, 1, 0, 1, 0][xse3][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 1, 0, 0, 0, 0, 0][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[0, 0, 0, 0, 0, 0, 2][eta2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[0, 0, 1, 0, 0, 0, 1][xse3][z1, z2, z3, z4, z5, z6, z7] - 4*Derivative[1, 0, 0, 0, 0, 0, 1][xse1][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 1, 0, 0, 0, 0, 0][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[0, 0, 0, 0, 0, 0, 2][eta1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[0, 0, 1, 0, 0, 0, 1][xse4][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 1, 0, 0, 0, 0, 0][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[0, 0, 0, 0, 0, 2, 0][eta1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[0, 0, 0, 1, 0, 1, 0][xse4][z1, z2, z3, z4, z5, z6, z7] - 4*Derivative[1, 0, 0, 0, 0, 1, 0][xse1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 1, 0, 0, 0, 0, 0][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[0, 0, 0, 0, 0, 0, 2][eta1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[0, 0, 1, 0, 0, 0, 1][xse4][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 1, 0, 0, 0, 0, 0][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[0, 0, 0, 0, 0, 2, 0][eta1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[0, 0, 0, 1, 0, 1, 0][xse4][z1, z2, z3, z4, z5, z6, z7] - 4*Derivative[0, 1, 0, 0, 0, 1, 0][xse2][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 1, 0, 0, 0, 0, 0][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[0, 0, 0, 1, 0, 1, 0][xse5][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 1, 0, 0, 0, 0, 0][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[0, 0, 1, 0, 0, 0, 1][xse5][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 1, 0, 0, 0, 0, 0][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[0, 0, 0, 1, 0, 1, 0][xse5][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 1, 0, 0, 0, 0, 0][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[0, 0, 1, 0, 0, 0, 1][xse5][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 1, 0, 0, 0, 0, 0][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[0, 0, 0, 1, 0, 1, 1][xse1][z1, z2, z3, z4, z5, z6, z7] - Derivative[0, 0, 1, 0, 0, 2, 0][xse1][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[0, 1, 0, 0, 0, 1, 1][eta1][z1, z2, z3, z4, z5, z6, z7] - Derivative[0, 1, 0, 0, 0, 2, 0][eta2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 1, 0, 0, 0, 0, 1][xse1][z1, z2, z3, z4, z5, z6, z7] == 0"
"-Derivative[0, 0, 1, 0, 0, 0, 2][xse1][z1, z2, z3, z4, z5, z6, z7] - Derivative[0, 1, 0, 0, 0, 0, 2][eta2][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 1, 0, 0, 0, 0, 1][xse1][z1, z2, z3, z4, z5, z6, z7] == 0"
"-Derivative[0, 0, 1, 0, 0, 0, 2][xse2][z1, z2, z3, z4, z5, z6, z7] + Derivative[1, 0, 0, 0, 0, 0, 2][eta2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 1, 0, 0, 0, 0, 1][xse2][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[0, 0, 0, 1, 0, 1, 1][xse2][z1, z2, z3, z4, z5, z6, z7] - Derivative[0, 0, 1, 0, 0, 2, 0][xse2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 0, 0, 1, 1][eta1][z1, z2, z3, z4, z5, z6, z7] + Derivative[1, 0, 0, 0, 0, 2, 0][eta2][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 1, 0, 0, 0, 0, 1][xse2][z1, z2, z3, z4, z5, z6, z7] == 0"
"Derivative[0, 0, 0, 0, 0, 0, 3][eta2][z1, z2, z3, z4, z5, z6, z7] - Derivative[0, 0, 1, 0, 0, 0, 2][xse3][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[0, 1, 0, 0, 0, 0, 2][xse2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 1, 0, 0, 0, 0, 1][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[0, 0, 0, 0, 0, 2, 1][eta2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[0, 0, 0, 1, 0, 1, 1][xse3][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 0, 0, 2, 0][xse1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 1, 0, 0, 0, 0, 1][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[0, 0, 0, 0, 0, 2, 1][eta2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[0, 0, 0, 1, 0, 1, 1][xse3][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[0, 1, 0, 0, 0, 2, 0][xse2][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 1, 0, 0, 0, 0, 1][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"Derivative[0, 0, 0, 0, 0, 0, 3][eta2][z1, z2, z3, z4, z5, z6, z7] - Derivative[0, 0, 1, 0, 0, 0, 2][xse3][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 0, 0, 0, 2][xse1][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 1, 0, 0, 0, 0, 1][xse3][z1, z2, z3, z4, z5, z6, z7] == 0"
"Derivative[0, 0, 0, 0, 0, 0, 3][eta1][z1, z2, z3, z4, z5, z6, z7] - Derivative[0, 0, 1, 0, 0, 0, 2][xse4][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 1, 0, 0, 0, 0, 1][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[0, 0, 0, 0, 0, 2, 1][eta1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[0, 0, 0, 1, 0, 1, 1][xse4][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 0, 0, 1, 1][xse1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 1, 0, 0, 0, 0, 1][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"Derivative[0, 0, 0, 0, 0, 0, 3][eta1][z1, z2, z3, z4, z5, z6, z7] - Derivative[0, 0, 1, 0, 0, 0, 2][xse4][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 1, 0, 0, 0, 0, 1][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[0, 0, 0, 0, 0, 2, 1][eta1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[0, 0, 0, 1, 0, 1, 1][xse4][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[0, 1, 0, 0, 0, 1, 1][xse2][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 1, 0, 0, 0, 0, 1][xse4][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[0, 0, 0, 1, 0, 1, 1][xse5][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 1, 0, 0, 0, 0, 1][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"-Derivative[0, 0, 1, 0, 0, 0, 2][xse5][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 1, 0, 0, 0, 0, 1][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"-2*Derivative[0, 0, 0, 1, 0, 1, 1][xse5][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 1, 0, 0, 0, 0, 1][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"-Derivative[0, 0, 1, 0, 0, 0, 2][xse5][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 1, 0, 0, 0, 0, 1][xse5][z1, z2, z3, z4, z5, z6, z7] == 0"
"2*Derivative[0, 0, 0, 1, 0, 1, 1][eta1][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[0, 0, 1, 0, 0, 1, 1][eta2][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 0, 1, 0, 0, 1][xse1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 0, 1, 0, 0, 1, 0][xse1][z1, z2, z3, z4, z5, z6, z7] + 2*Derivative[1, 1, 0, 0, 0, 0, 1][eta1][z1, z2, z3, z4, z5, z6, z7] - 2*Derivative[1, 1, 0, 0, 0, 1, 0][eta2][z1, z2, z3, z4, z5, z6, z7] == 0"
